scenario_id,metametric,average_displacement_error,linear_speed_likelihood,linear_acceleration_likelihood,angular_speed_likelihood,angular_acceleration_likelihood,distance_to_nearest_object_likelihood,collision_indication_likelihood,time_to_collision_likelihood,distance_to_road_edge_likelihood,offroad_indication_likelihood,min_average_displacement_error,number_of_agents,difficulties,all_going straight,eval_going straight,all_stationary,eval_stationary,all_turning,eval_turning,all_moving,eval_moving,all_moving_perc,eval_moving_perc,all_turning_perc,eval_turning_perc,moving_perc_rel_to_gt,turning_perc_rel_to_gt
f7e258ca565274d1,0.4446481466293335,20.86777305603028,0.0125644253566861,0.1370244026184082,0.4916999936103821,0.4249513745307922,0.0987804234027862,0.9999688267707824,0.9178732633590698,0.7947099208831787,0.0314967036247253,20.86777305603028,29,1 1,28,1,0,0,1,2,29,3,1.0,1.0,0.0344827586206896,0.6666666666666666,1.0,inf
f7e258ca565274d1,0.4968958497047424,10.422000885009766,0.069143034517765,0.1601501405239105,0.4940193891525268,0.4550618529319763,0.3223719000816345,0.0314967036247253,0.9577388763427734,0.9996485710144044,0.9999688267707824,10.422000885009766,29,1 1,28,1,0,0,1,2,29,3,1.0,1.0,0.0344827586206896,0.6666666666666666,1.0,inf
f7e258ca565274d1,0.7169992923736572,1.9872163534164429,0.3230128586292267,0.1892723143100738,0.4973225593566894,0.4888456463813782,0.5109423398971558,0.9999688267707824,0.9577388763427734,0.9996485710144044,0.9999688267707824,1.9872163534164429,29,1 1,28,1,0,0,1,2,29,3,1.0,1.0,0.0344827586206896,0.6666666666666666,1.0,inf
f7e258ca565274d1,0.721552848815918,2.103753089904785,0.3310858607292175,0.1799602657556533,0.4994259774684906,0.5006539821624756,0.5488649010658264,0.9999688267707824,0.9577388763427734,0.9996485710144044,0.9999688267707824,2.1037533283233643,29,1 1,28,1,0,0,1,2,29,3,1.0,1.0,0.0344827586206896,0.6666666666666666,1.0,inf
f7e258ca565274d1,0.7177223563194275,2.046032667160034,0.3427204191684723,0.1497726738452911,0.497740626335144,0.4855266213417053,0.5416696071624756,0.9999688267707824,0.9577388763427734,0.9996485710144044,0.9999688267707824,2.046032667160034,29,1 1,28,1,0,0,1,2,29,3,1.0,1.0,0.0344827586206896,0.6666666666666666,1.0,inf
f7e258ca565274d1,0.4656916856765747,6.147237300872803,0.0258677508682012,0.1810177117586136,0.0063852639868855,0.0210028439760208,0.523586630821228,0.454311728477478,0.6899783611297607,0.817952036857605,0.9999688267707824,5.971321105957031,29,1 1,29,3,0,0,0,0,29,3,1.0,1.0,0.0,0.0,1.0,nan
50e4d7bdfe6c1b42,0.1140386462211608,11.610926628112791,0.0384277924895286,0.1084476932883262,0.0124263316392898,0.0292790979146957,0.289458692073822,0.0003133070131298,0.3410806655883789,0.4274551272392273,0.0099469823762774,11.610926628112791,71,1 1 1 2 2 2 1 2,33,6,38,0,0,3,33,9,0.4647887323943662,1.0,0.0,0.3333333333333333,1.137931034482759,0.0
50e4d7bdfe6c1b42,0.1499889343976974,8.398876190185547,0.0968406721949577,0.1977758258581161,0.094423584640026,0.0678704380989074,0.3164927959442138,0.0099469870328903,0.3680870532989502,0.4852654039859772,0.0099469823762774,8.398876190185547,71,1 1 1 2 2 2 1 2,46,5,16,0,9,4,55,9,0.7746478873239436,1.0,0.1636363636363636,0.4444444444444444,1.8965517241379308,0.4314049586776859
50e4d7bdfe6c1b42,0.2104689329862594,8.289701461791992,0.0849555060267448,0.1761133521795272,0.1574515402317047,0.1113670989871025,0.2665758728981018,0.3158003985881805,0.4793635010719299,0.4112220108509063,0.0099469823762774,8.289702415466309,71,1 1 1 2 2 2 1 2,46,5,16,0,9,4,55,9,0.7746478873239436,1.0,0.1636363636363636,0.4444444444444444,1.8965517241379308,0.4314049586776859
50e4d7bdfe6c1b42,0.1812882274389267,7.2242608070373535,0.0588789582252502,0.2021824717521667,0.1690868437290191,0.1034366190433502,0.326442688703537,0.0314967185258865,0.458586573600769,0.5697125196456909,0.0314967110753059,7.2242608070373535,71,1 1 1 2 2 2 1 2,37,5,29,0,5,4,42,9,0.5915492957746479,1.0,0.119047619047619,0.4444444444444444,1.4482758620689655,0.3138528138528137
50e4d7bdfe6c1b42,0.1916887313127517,5.291234970092773,0.0672535151243209,0.2045915275812149,0.1502250432968139,0.1114489361643791,0.3085608780384063,0.0099469870328903,0.4461994469165802,0.6222353577613831,0.0997330173850059,5.291234970092773,71,1 1 1 2 2 2 1 2,29,4,32,0,10,5,39,9,0.5492957746478874,1.0,0.2564102564102564,0.5555555555555556,1.3448275862068966,0.675990675990676
50e4d7bdfe6c1b42,0.1770600080490112,4.383345127105713,0.0631393790245056,0.1826774775981903,0.1557649672031402,0.1010814011096954,0.2689118683338165,0.0099469823762774,0.3933659195899963,0.5830322504043579,0.0997330173850059,4.383344650268555,71,1 1 1 2 2 2 1 2,25,5,36,0,10,4,35,9,0.4929577464788732,1.0,0.2857142857142857,0.4444444444444444,1.2068965517241377,0.7532467532467533
50e4d7bdfe6c1b42,0.1800343841314315,3.673200845718384,0.0826987475156784,0.1508258134126663,0.1238395199179649,0.0825111493468284,0.3521271646022796,0.0099469870328903,0.3404939174652099,0.6485257148742676,0.0997330173850059,3.673200845718384,71,1 1 1 2 2 2 1 2,20,6,38,0,13,3,33,9,0.4647887323943662,1.0,0.3939393939393939,0.3333333333333333,1.137931034482759,1.0385674931129476
50e4d7bdfe6c1b42,0.1116505041718483,10.197184562683104,0.0113510284572839,0.0864792317152023,0.0124263316392898,0.0292790979146957,0.2410954535007476,0.0009920735610648,0.3634030520915985,0.4746487736701965,0.0099469823762774,10.161632537841797,71,1 1 1 2 2 2 1 2,35,9,36,0,0,0,35,9,0.4929577464788732,1.0,0.0,0.0,1.2068965517241377,0.0
8d76dfd3e1678f2e,0.4319615662097931,9.224884033203123,0.0929266661405563,0.204794779419899,0.0051525020971894,0.024926895275712,0.5192623138427734,0.0055899061262607,0.9996485710144044,0.941743552684784,0.9999688267707824,9.224884033203123,10,1,5,1,5,0,0,1,5,2,0.5,1.0,0.0,0.5,0.7142857142857143,nan
8d76dfd3e1678f2e,0.6898694038391113,3.273613929748535,0.572880208492279,0.2017420083284378,0.3908184468746185,0.342221200466156,0.3671753406524658,0.9999688267707824,0.9870744347572328,0.8034283518791199,0.9999688267707824,3.273613929748535,10,1,4,0,1,0,5,2,9,2,0.9,1.0,0.5555555555555556,1.0,1.2857142857142858,inf
8d76dfd3e1678f2e,0.4521616399288177,6.920623779296875,0.396872729063034,0.1532841622829437,0.4412395656108856,0.247038185596466,0.3202360868453979,0.0055899061262607,0.9933813810348512,0.4608485996723175,0.9999688267707824,6.920623779296875,10,1,6,2,3,0,1,0,7,2,0.7,1.0,0.1428571428571428,0.0,1.0,inf
8d76dfd3e1678f2e,0.7200789451599121,7.256064414978027,0.3621167242527008,0.2208926677703857,0.490679532289505,0.3416082262992859,0.6496331095695496,0.9999688267707824,0.9996485710144044,0.9364230036735536,0.9999688267707824,7.256064414978027,10,1,6,1,3,0,1,1,7,2,0.7,1.0,0.1428571428571428,0.5,1.0,inf
8d76dfd3e1678f2e,0.7054165601730347,7.091330051422119,0.3692395091056824,0.2225573062896728,0.4832881987094879,0.3374412655830383,0.4580045044422149,0.9999688267707824,0.9996485710144044,0.9679068326950072,0.9999688267707824,7.091330051422119,10,1,6,1,2,0,2,1,8,2,0.8,1.0,0.25,0.5,1.142857142857143,inf
8d76dfd3e1678f2e,0.7022007703781128,6.942230224609375,0.3604695498943329,0.2269582152366638,0.4809310436248779,0.311350405216217,0.4680827856063843,0.9999688267707824,0.9996485710144044,0.9549148082733154,0.9999688267707824,6.942230224609375,10,1,6,1,2,0,2,1,8,2,0.8,1.0,0.25,0.5,1.142857142857143,inf
8d76dfd3e1678f2e,0.7064380049705505,7.188828468322754,0.3865930736064911,0.1802846193313598,0.4712284505367279,0.3152629733085632,0.4967691004276275,0.9999688267707824,0.9996485710144044,0.9996486902236938,0.9999688267707824,7.188828468322754,10,1,5,2,3,0,2,0,7,2,0.7,1.0,0.2857142857142857,0.0,1.0,inf
8d76dfd3e1678f2e,0.6076822876930237,6.741805076599121,0.0127971852198243,0.1506652981042862,0.0051525020971894,0.024926895275712,0.6527010202407837,0.9999688267707824,0.9996485710144044,0.9062585234642028,0.9999688267707824,6.693905353546143,10,1,6,1,4,1,0,0,6,1,0.6,0.5,0.0,0.0,0.8571428571428572,nan
